"","Data","BBDC3","BBDC4","BTOW3","ITUB4","LREN3","PSSA3","TRPL4","VALE3","VALE5","CSMG3"
"2579",2012-02-09,26.1,31.67,10.8,36.9,59.9,22.45,52.66,45.37,43.58,41.9
"2589",2012-02-10,25.5,30.9,10.45,36.27,58.15,22.1,53.19,44.41,42.7,40.21
"2599",2012-02-13,25.87,31.32,10.58,36.74,60,22.31,54.27,44.8,43.1,40
"2609",2012-02-14,26.15,31.36,10.83,37.45,60.47,22.88,55.49,45.17,43.5,40.49
"2619",2012-02-15,26,31.3,11.54,37.4,60.8,22.77,55.15,44.72,43.37,41.99
"2629",2012-02-16,25.9,30.45,11.59,36.1,63,22.82,56.49,42.86,42,42.59
"2639",2012-02-17,26.2,31.1,11.27,36.56,65.3,23,55.89,43.8,42.95,41.03
"2649",2012-02-23,25.9,30.6,11.17,36.01,63.72,23.19,56.76,42.67,41.67,42.2
"2659",2012-02-24,25.78,30.5,11.04,36.21,63.7,22.48,55.87,44.18,43.1,42.2
"2669",2012-02-27,25.7,30.17,11.35,35.92,63.08,22.09,56.09,43.96,42.8,43.33
"2679",2012-02-28,25.7,30.29,11.14,35.7,62.71,21.15,56.89,43.7,42.61,43.47
"2689",2012-02-29,26.29,30.99,11.15,36.7,64.07,21.8,57.25,44.5,43.19,43.64
"2698",2012-03-01,26.67,31.32,10.98,36.67,65.48,21.66,57.35,43.77,42.7,43.6
"2708",2012-03-02,26.96,31.66,10.3,37.27,65.7,22.1,58.37,44.12,43,45.95
"2718",2012-03-05,27.05,31.85,9.89,37.49,64.33,21.69,58.56,44.06,42.95,45.98
"2728",2012-03-06,26.79,31.21,9.65,36.51,63.7,20.71,58.08,41.88,41.2,44.88
"2738",2012-03-07,26.64,31.27,9.53,36.29,64.32,20.75,58.03,41.2,40.4,43.17
"2748",2012-03-08,27.31,31.9,9.81,36.97,67,20.62,60.42,41.89,40.71,41.8
"2758",2012-03-09,27.65,32.12,9.92,37.94,66.56,20.86,59.6,41.14,40.25,42.05
"14298",2012-03-12,28.05,32.27,9.6,38.1,66,20.62,59.26,40.7,39.72,40.77
"14308",2012-03-13,28.07,32.47,9.6,37.93,65.06,20.89,60,41,39.73,41.07
"14318",2012-03-14,28.31,32.79,9.87,38.09,66.2,21,60.98,42.51,41.4,41
"14328",2012-03-15,27.88,32.39,9.6,37.91,64.94,21.09,61.3,42.35,41.41,41.12
"14338",2012-03-16,28.35,32.99,9.64,38.47,64.43,20.89,61.5,43,41.78,41.93
"14348",2012-03-19,28.3,33.1,9.65,38.5,64,20.95,61.94,42.8,41.78,40.8
"14358",2012-03-20,27.9,32.43,9.24,38.06,63.74,20.6,60.8,42.3,41.05,41.5
"14368",2012-03-21,NA,32.18,9.08,37.73,63.3,19.95,60.8,42.4,41.49,41
"14377",2012-03-22,27.5,32.19,8.9,37.31,61.9,19.8,60.31,41.95,40.99,40.74
"14387",2012-03-23,27.73,32.4,9,36.77,63.01,19.51,60.69,41.53,40.6,40.41
"14397",2012-03-26,28.09,32.81,9.12,36.5,64.79,19.71,60.15,41.92,40.84,40.79
"14407",2012-03-27,28.05,33.1,8.99,37,66,19.87,60.5,42.43,41.3,41
"14417",2012-03-28,27.75,32.87,8.6,36.79,64.82,20.07,60.99,42.29,41.18,41
"14427",2012-03-29,27.43,32.07,8.2,35.85,63,19.7,60.48,41.48,40.45,40.8
"14437",2012-03-30,27.44,32.15,8.16,35.98,63.97,19.98,61.59,42.51,41.45,41.52
"14446",2012-04-02,27.32,32,8.35,35.03,63.21,20.15,62.5,42.99,41.7,42.71
"14456",2012-04-03,NA,31.93,8.13,35.2,63.3,20.39,63.8,43.92,42.59,42.83
"14465",2012-04-04,26.72,31.46,8.1,34.48,63.5,19.56,62.99,42.3,41.28,42
"14475",2012-04-05,26.22,30.91,8.11,33.63,63.99,19.7,62.95,42.05,41,42.62
"14485",2012-04-09,26,30.5,8.04,32.7,63.11,19.8,62.13,41.51,40.58,43.39
"14495",2012-04-10,25.88,30.63,8.06,32.5,62.3,19.7,61.81,41.41,40.6,42.3
"14505",2012-04-11,26.17,30.66,7.93,32.26,60,19.62,62.55,41.7,40.84,41.8
"14515",2012-04-12,26.01,30.8,7.81,32.26,59.7,19.4,62.95,41.81,40.91,41
"14525",2012-04-13,26.42,31,7.83,32.45,58.58,19.57,62.46,43.4,42.44,40.97
"14534",2012-04-16,26.2,30.8,7.8,32,58.5,19.37,63.59,43.08,42.14,40.82
"14543",2012-04-17,26.21,30.91,8.02,31.95,60,19.42,62.55,42.45,41.62,41.54
"14553",2012-04-18,26.2,30.61,8.09,31.43,61.99,19.37,62.4,42.99,42.1,41.03
"14563",2012-04-19,26.02,30.54,8.3,31.15,61.08,19.27,60.93,43.27,42.1,41.57
"14573",2012-04-20,25.98,30.61,8.43,31.97,60.98,19.4,61.08,43.5,42.3,41.26
"14583",2012-04-23,25.2,30.01,8.03,31.51,58.77,19.06,61.5,42.15,41.2,41.52
"14593",2012-04-24,25.82,30.19,7.91,31.45,58.55,19.28,60.92,42.5,41.58,41.73
"14603",2012-04-25,25.79,30.4,8.39,30.35,59.3,19.23,62.3,43.3,41.97,41.55
"14613",2012-04-26,25.2,29.6,7.98,29.35,57.57,19.08,62.31,40.74,39.85,41.97
"14623",2012-04-27,25.32,30.25,8.38,29.85,58.01,18.72,62.5,43,41.9,43.81
"14633",2012-04-30,25.5,30,8.5,29.75,60,18.94,62,42.61,41.51,44.87
"14643",2012-05-02,25.64,30.6,8.13,29.79,60.5,18.71,61.9,42.4,41.19,44.29
"14653",2012-05-03,25.18,30.33,8.18,29.4,63.25,18.93,61.83,43.3,42.02,44.54
"14663",2012-05-04,24.9,29.9,8.1,29.3,63.01,19.7,64,42.3,41.08,44.16
"14673",2012-05-07,24.74,29.87,7.89,28.9,60.61,19.65,64.8,41.02,40.1,44
"14683",2012-05-08,24.65,29.64,7.85,28.89,62.02,19.89,65.33,41.35,40,43.7
"14693",2012-05-09,24.3,29.15,7.1,28.68,60.59,19.38,64.93,39.9,38.8,43.97
"14703",2012-05-10,24.5,29.6,7.28,29.2,62.91,18.85,63.12,41.05,40,44.71
"14713",2012-05-11,24.34,28.95,7.04,28.1,61.99,18.89,64.1,39.85,38.79,44.9
"14723",2012-05-14,24.71,28.8,7.11,28.4,63.08,18.73,65.25,38.4,37.5,45.5
"14733",2012-05-15,24,28.9,7.01,28.4,61.5,18.9,62.94,38.55,37.52,45.18
"14743",2012-05-16,23.7,29.03,6.67,29.05,60,18.39,63.1,38.64,37.66,45.35
"14753",2012-05-17,23.5,28.22,7.38,27.99,58.6,18.56,64.25,37.31,36.35,45.51
"14763",2012-05-18,22.9,26.95,6.87,27.2,56.92,17.22,64.08,36.35,35.2,44
"14773",2012-05-21,23.13,27.47,7.1,27.31,58.96,17.67,63.11,37.09,36,45
"14783",2012-05-22,24.39,28.72,6.95,28.65,60,18.45,62.4,37.66,36.7,43.83
"14793",2012-05-23,24.3,28.8,6.62,28.45,58.17,18.25,63.5,37.38,36.21,42.53
"14803",2012-05-24,23.97,28.56,6.45,28.48,57.15,17.81,63.31,37.83,37.03,42.84
"14813",2012-05-25,24.2,28.23,5.95,27.95,58.19,17.99,62.31,36.95,36.14,43.16
"14823",2012-05-28,24.15,28.82,6.15,28.55,59.99,18.33,61.63,36.7,36.15,42.67
"14833",2012-05-29,24,28.49,6.25,28.6,60.2,18.42,61.04,37.08,36.3,43.39
"14843",2012-05-30,23.7,28.1,5.82,27.5,56.97,18.28,59.3,36.78,35.88,43.5
"14853",2012-05-31,24.07,29,5.84,28.15,58.79,17.85,59.6,37.49,36.7,44.2
"14863",2012-06-01,24.2,29,5.9,28.73,57.82,17.49,59.59,36.62,35.98,42.07
"14873",2012-06-04,24.49,29.4,5.76,28.55,56.86,17.15,60.39,36.96,36.06,42.58
"14883",2012-06-05,24.65,29.35,5.5,28.3,56.8,17.01,61.25,37,36.23,41.78
"14893",2012-06-06,23.88,28.8,5.14,27.8,56.32,16.94,61.3,37,36.2,42.5
"14903",2012-06-08,24.64,29.65,5.15,28.78,57.98,17.05,61.45,38.02,36.93,41.83
"14913",2012-06-11,24.99,30,5.51,29.1,57.64,17.17,62.84,38.61,37.7,42.98
"14923",2012-06-12,24.99,30.29,5.53,29.34,57.88,16.7,62.95,37.95,37.1,42.37
"14933",2012-06-13,25.16,30.41,5.82,29.28,58.72,17.4,62.95,38.7,37.66,42.85
"14943",2012-06-14,25.4,30.89,6.01,29.6,59.69,17.7,63.35,38.43,37.73,42.5
"14953",2012-06-15,25.59,31.09,6.39,29.73,59.9,17.54,64.85,39,37.86,41.75
"14963",2012-06-18,25.48,30.9,6,29.81,59.36,17.46,63.3,39.39,38.3,41.8
"14973",2012-06-19,25.8,31.3,6.17,30.15,59.77,17.47,63.99,40,38.9,41.83
"14983",2012-06-20,25.86,31.42,6.42,30.48,59.81,17.56,63.38,40.76,39.62,42.49
"14993",2012-06-21,25.53,31.23,6.14,30.1,60.39,17.56,63.51,40.81,39.8,42.35
"15003",2012-06-22,25.31,30.48,6,28.98,59.5,17.34,63.15,40,38.99,43.38
"15013",2012-06-25,24.7,29.72,5.9,27.74,56.68,17.19,61.9,38.8,38.32,42.12
"15023",2012-06-26,24.71,29.68,5.63,27.47,57.65,16.81,61.5,39.13,38.21,42.94
"15033",2012-06-27,24.29,29.37,5.5,27.1,56.3,16.5,62.7,40,39.15,42.4
"15043",2012-06-28,24.56,29.34,5.57,27.2,55,16.5,63.36,39.58,38.8,43.2
"15053",2012-06-29,24.95,30.29,5.66,28.25,55.26,17.03,64.15,40.03,39.18,43.5
"2985",2012-07-02,24.9,29.86,5.75,28.17,56.06,17.07,63.39,40.01,39.05,43.8
"2995",2012-07-03,25.15,30.2,5.98,28.44,56.06,17.12,61.02,40.24,39.29,44.34
"3005",2012-07-04,25.37,30.63,6.55,28.9,56.81,17.62,59.7,41,39.85,44.2
"3015",2012-07-05,25.65,30.89,6.93,29.28,58.02,17.45,59.93,41.49,40.26,44.3
"3025",2012-07-06,25.46,30.5,6.94,29.01,56.5,17.17,59.22,41.27,40.1,45.14
"3035",2012-07-10,25.18,31.01,6.47,29.35,56.3,17.2,58.76,40.58,39.8,45
"3045",2012-07-11,25.2,30.4,5.88,28.1,55.06,16.85,58.09,39.87,39.1,44.99
"3055",2012-07-12,24.65,29.55,5.9,27.66,53.88,16.9,58.65,38.99,38.04,44.4
"3065",2012-07-13,24.6,29.83,6.19,28.65,54.55,16.76,58.51,39.72,39,45.01
"3075",2012-07-16,24.68,29.86,6.48,29.15,53.4,16.49,57,39.9,39.29,45.06
"3085",2012-07-17,24.43,29.85,6.02,29.28,53.28,16.47,57.26,39.68,38.86,44.74
"3095",2012-07-18,24.43,29.56,6.1,29,54.02,16.63,56.79,39.45,38.49,45.3
"3105",2012-07-19,25,30.35,6.6,29.7,55.11,16.71,55.82,39.18,38.35,44.67
"3115",2012-07-20,25.27,30.49,6.62,29.93,55.39,17.04,54.88,39.2,38.28,45.3
"3125",2012-07-23,25.05,29.73,6.17,29.6,54,16.6,56.54,37.75,36.95,45.5
"3135",2012-07-24,23.82,29.01,6.1,30,55.01,16.6,57.65,37.45,36.51,45.61
"3145",2012-07-25,24.5,29.7,6,30.49,54.53,16.57,58.5,36.1,35.48,45.95
"3155",2012-07-26,24.87,30.09,6,30.71,54.68,16.45,59.72,35.2,34.61,47.5
"3165",2012-07-27,24.8,30,6.32,31.5,57.3,16.93,58.8,36.6,35.7,48.3
"3175",2012-07-30,25.76,31.4,6.8,32.4,60.15,17,59.19,37.5,36.7,50.03
"3185",2012-07-31,26.11,31.79,7,33.55,61.08,17.18,59.37,37.75,36.96,50.2
"3195",2012-08-01,26,31.52,6.68,32.48,61.3,17.7,58.3,37.28,36.62,50.32
"3205",2012-08-02,25.99,31.21,6.8,31.4,61.68,17.81,55.89,36.56,35.89,49.86
"3215",2012-08-03,26.3,32.15,7,32.28,60.99,17.45,56.98,37.49,36.8,49.22
"3225",2012-08-06,26.57,32.45,7.25,32.37,62.34,17.94,56.2,37.2,36.7,49.75
"3235",2012-08-07,27.25,33.34,7.82,33.2,64.06,18.03,55.35,37.66,37.21,50.99
"3245",2012-08-08,27.12,33.15,7.25,33.25,62.2,18.34,55,37.55,36.75,49.3
"3255",2012-08-09,27.61,33.5,7.45,34.12,64.8,18.61,56.48,37.74,37.06,48.06
"3265",2012-08-10,27.56,33.6,7.27,33.4,61.8,18.88,55.58,38.05,37.39,49.05
"3275",2012-08-13,27.38,33.99,7.33,34.09,65.15,19.41,56.7,38.65,37.71,49.41
"3285",2012-08-14,27.91,34.07,7.2,34,66.25,19.49,55.88,38.36,37.5,48.75
"3295",2012-08-15,27.45,33.5,6.9,33.44,64,19.41,55.47,36.92,36.05,49.35
"3305",2012-08-16,27.82,34.52,6.55,34.22,65.01,19.94,55.98,36.8,35.94,49.46
"3315",2012-08-17,28.03,34.61,6.75,34.6,67.05,19.9,57.11,36.88,36.07,49.76
"3325",2012-08-20,28.2,34.84,7.15,34.82,65.54,19.84,57.85,35.97,35.13,49.29
"3335",2012-08-21,28.15,34.88,7.46,34.6,66.49,19.91,57.95,36.81,36.1,49.77
"3345",2012-08-22,27.79,34.31,7.4,34,65.5,19.56,57.61,36,35.06,49.87
"3355",2012-08-23,27.95,34.39,7.62,34.05,66,19.57,57.09,35.73,34.91,52.31
"3365",2012-08-24,27.56,33.87,7.51,33.8,64.9,19.31,57.09,34.58,33.94,52.13
"3375",2012-08-27,27.52,34,7.7,33.99,65,19.24,57,34.48,34,51.38
"3385",2012-08-28,27.4,33.57,7.38,33.49,65.75,19.1,57.48,33.67,33.08,50.74
"3395",2012-08-29,27.47,34.19,7.44,33.63,66.91,19.29,57.17,33.97,33.25,49.65
"3405",2012-08-30,27.23,33.51,7.37,32.56,67.4,18.92,53.9,32.72,32.15,49.79
"3415",2012-08-31,27.65,34.16,7.99,32.85,67.35,18.99,46,33.3,32.88,50.15
"3425",2012-09-03,27.1,32.94,7.9,31.8,67.26,18.87,45.3,33.89,33.4,48.47
"3435",2012-09-04,27.02,33.3,8.1,31.8,66.88,18.79,44.7,33.38,32.95,48.94
"3445",2012-09-05,27.23,33.44,8.04,31.6,66.13,18.9,45.96,32.7,32.29,49.74
"3455",2012-09-06,27.2,33.47,8,31.7,68.49,19.19,45.3,33.29,32.76,49.48
"3465",2012-09-10,27.55,34.15,8.12,33.02,70.24,19.5,44.95,36.55,36,49.99
"3475",2012-09-11,27.4,33.6,7.99,32.69,68.45,19.57,42.68,35.96,35.17,49.49
"3485",2012-09-12,27.71,33.93,8.08,33.14,69.54,19.34,33.65,36.99,36.2,47.9
"3495",2012-09-13,27.55,34.15,8.8,33.64,70.3,19.2,29.8,37.16,36,44.21
"3505",2012-09-14,28.59,35.25,9.4,34.45,71.04,19.67,31.17,38.5,37.5,45.83
"3515",2012-09-17,28.7,35.85,9.44,35.09,72.59,20.05,32,38.67,37.6,45.5
"3525",2012-09-18,28.75,36.08,9.34,34.74,71.95,20.12,34.65,39.3,38.15,45.8
"3535",2012-09-19,28.59,35.58,9.72,33.74,72.11,20.1,34.91,39.46,38.18,45.82
"3545",2012-09-20,28.22,35.24,9.4,33.51,70.63,20.1,33.97,38.57,37.3,44.7
"3555",2012-09-21,28.65,35.42,9.83,33.85,70.82,20.55,33.8,38.91,37.81,44.99
"3565",2012-09-24,28.76,35.5,9.75,33.5,71.63,20.57,36.4,37.6,36.5,44.5
"3575",2012-09-25,28.39,34.7,10.35,33.19,71.92,20.38,37.01,37.74,36.87,44.41
"3585",2012-09-26,26.98,32.9,10.63,31.52,68,20.25,36.26,36.78,35.4,43.63
"3595",2012-09-27,26.77,32.81,10.19,32.05,67.6,20.35,36.17,37.39,36.36,44.11
"3605",2012-09-28,26.71,32.86,10.6,30.95,68.65,20.3,36.89,36.62,35.55,44.44
"3615",2012-10-01,26.58,32.49,10.64,30.78,67.48,20.4,37.48,36.57,35.38,45.92
"3625",2012-10-02,26.94,33.23,11.67,31.11,69.92,20.55,36.77,36.7,35.55,47.56
"3635",2012-10-03,27.12,33.4,11.93,31.07,72.21,21.35,36.3,36.23,35.23,47.5
"3645",2012-10-04,26.5,32.48,12.47,30.62,71.56,21.06,34.66,35.75,34.48,48.55
"3655",2012-10-05,26.61,32.98,11.85,31.05,71.44,21.12,34,36.73,35.65,48.95
"3665",2012-10-08,26.29,32.3,11.06,30.68,73.18,20.9,33.4,35.75,34.85,48.92
"3675",2012-10-09,26.35,32.04,11.5,30.9,75,21.06,32.58,37.56,36.56,49.06
"3685",2012-10-10,25.61,31.24,11.34,30.1,74.5,21.02,34.35,37.57,36.37,47.99
"3695",2012-10-11,25.57,31.01,11.32,29.67,76.75,20.96,33,37.24,36.22,48.12
"3705",2012-10-15,26.55,31.19,11.87,29.47,76.79,20.86,32.97,37.18,36.01,48.25
"3715",2012-10-16,26.2,31.69,12.2,30.13,77.89,21.29,32.05,37.6,36.43,48.43
"3725",2012-10-17,26.6,32.1,11.93,30.06,77.76,21.3,31.78,37.5,36.2,48.57
"3735",2012-10-18,26.78,32.1,10.95,29.71,76.51,20.99,31.5,37.03,36,47.85
"3745",2012-10-19,26.76,32.44,10.53,29.82,75.99,21.25,31.11,37.18,35.95,48.15
"3755",2012-10-22,26.76,32.35,10.67,29.55,74.77,21.37,31.3,36.63,35.6,49.36
"3765",2012-10-23,26.49,31.37,10.6,28.55,73.57,21.17,30.75,36.21,34.91,48.48
"3775",2012-10-24,26.1,31.42,10.96,28.48,73.81,21.05,29.68,35.75,34.62,47.4
"3785",2012-10-25,26.5,32,10.61,29.98,73.53,21.44,29.64,36.79,35.7,46.47
"3795",2012-10-26,26.65,32.04,10.25,29.68,71.76,21.34,30.06,36.91,35.9,47.93
"3805",2012-10-29,26.65,31.97,9.75,29.5,72.71,21.05,30.5,37,35.7,46.95
"3815",2012-10-30,26.62,32.27,9.85,29.81,72.98,21.35,30.31,37.2,36.11,47.46
"3825",2012-10-31,27.05,32.14,9.8,30,75.58,21.19,30.84,37.4,36.5,47.76
"3835",2012-11-01,26.79,31.96,9.8,29.5,75.11,21.4,32.36,37.47,36.22,47.94
"3845",2012-11-05,27.35,32.98,9.88,30.8,76.15,21.82,32.2,37.73,36.71,48.63
"3855",2012-11-06,27.73,33.3,9.63,31.1,76.9,22.09,31.53,38.26,37.08,46.74
"3865",2012-11-07,27.81,33.35,10.43,31.1,76.97,22.28,31.32,38.18,37.07,45.33
"3875",2012-11-08,27.66,32.97,10.92,30.64,77,22.59,31.65,38.19,36.92,45.7
"3885",2012-11-09,26.99,32.11,10.5,29.7,76.3,22.68,31.49,37.08,36.02,45.32
"3895",2012-11-12,26.78,32.04,10.33,29.78,76.51,22.78,31.69,37.2,36.19,43.97
"3905",2012-11-13,26.88,32,10.2,29.85,76.4,22.63,31.35,36.7,35.83,43.29
"3915",2012-11-14,27.21,32.5,10.29,30.15,75.93,22.32,32.79,36.99,35.89,42.76
"3925",2012-11-16,29.1,32.5,10.71,29.7,74.53,22.54,31.6,36.17,35.3,42.99
"3935",2012-11-19,28.6,32.58,11.86,29.99,74.5,22.15,32,36.01,34.98,41.04
"3945",2012-11-21,30.15,33.78,12.3,30.91,75,22.34,31.5,36.34,35.25,41.91
"3955",2012-11-22,30.51,34.25,12.22,31.44,75.1,22.42,30.01,36.62,35.63,43.2
"3965",2012-11-23,30.77,34.44,12.26,31.67,74.93,22.3,30.45,36.28,35.35,43.95
"3975",2012-11-26,31.19,34.64,12.05,31.88,75.3,22.56,30.6,36.9,35.89,46.69
"3985",2012-11-27,31.23,34.55,12.06,31.54,74.63,22.38,29.2,36.87,35.87,46
"3995",2012-11-28,30.7,33.81,14.02,30.75,76.13,22.49,30.1,35.9,35.5,45.46
"4005",2012-11-29,30.45,34.06,15.99,31.27,76.25,22.79,29.8,36.4,35.66,46.02
"4015",2012-11-30,31,34.5,14.95,31.83,79.6,22.71,35.49,37.3,36.5,44.48
"15063",2012-12-03,32.35,35.51,15.3,32.37,78.83,22.46,32.3,37.53,36.92,45.69
"15073",2012-12-04,32.4,35.5,15.91,32.79,78.31,22.55,32.2,37.65,36.75,45.69
"15083",2012-12-05,32.39,35.33,15.45,32.68,78.2,22.39,32.33,37.25,36.5,45.8
"15093",2012-12-06,32.85,35.76,15.3,32.94,78.01,22.42,31.17,37.23,36.58,45.18
"15103",2012-12-07,32.4,35.11,15.07,32.65,79.19,22.25,31.49,37.36,36.63,45.01
"15113",2012-12-10,32.5,34.95,15.28,32.6,79.35,22.44,32.03,37.1,36.89,45.27
"15123",2012-12-11,33.38,35.52,16.96,32.95,79.39,22.52,31.62,38.33,37.56,45.92
"15133",2012-12-12,33.91,35.5,17.65,33.09,79.26,22.3,31.1,38.99,38.13,45.36
"15143",2012-12-13,34.36,35.6,19.1,32.68,79.79,21.79,30.53,39.01,38.15,45.62
"15153",2012-12-14,35.69,36.15,18.65,32.95,78.48,21.95,29.9,39.92,38.75,43.58
"15163",2012-12-17,34.8,35.98,18.23,32.67,78.8,22.06,30.16,41.19,39.6,43.28
"15173",2012-12-18,34.01,35.9,18.25,32.8,79,22.39,30.49,42.22,40.59,43.96
"15183",2012-12-19,35,36.01,18.38,33,79.5,22.63,30.14,42.8,41.2,42.26
"15193",2012-12-20,35.53,36.75,17.9,34.1,81.12,22.73,29.93,41.82,40.4,43.35
"15203",2012-12-21,34.78,36,17.5,33.64,78.65,23.09,29.87,41.27,39.99,43.63
"15213",2012-12-26,35.4,36.35,17,34.09,78.32,23.49,30.6,41.36,40.35,43.64
"15223",2012-12-27,34.37,35.88,16.44,33.86,79.39,23.27,31.42,41.82,40.87,44.16
"15233",2012-12-28,34.03,35.22,16.52,33.36,78.6,23.1,31.9,42.16,40.84,43.98
"15243",2013-01-02,34.3,35.82,17.5,34,80.36,23.66,32.99,43,42,44.69
"15253",2013-01-03,35.1,36.01,16.85,34.31,80.58,23.6,33.52,43.5,42.3,44.97
"15263",2013-01-04,36.63,38,16.3,35.51,80.1,23.9,33.8,43.34,41.9,45.3
"15273",2013-01-07,36.79,37.34,15.6,35.03,80.13,24.08,35.6,42.53,41.17,44.92
"15283",2013-01-08,36.2,37.35,15.01,34.88,79.43,23.83,35.03,41.77,40.39,44.69
"15293",2013-01-09,36.23,37.51,15.35,34.95,78.7,24.35,33.5,41.71,40.5,44.19
"15303",2013-01-10,36.75,38.15,15.74,35.45,79.91,23.65,34,41.81,40.5,43.61
"15313",2013-01-11,36.46,37.2,16.1,34.91,80.21,23.81,33.4,41.75,39.85,43.73
"15323",2013-01-14,36.15,37.5,16.03,35.12,80.22,23.81,34.3,41.6,40.05,44.64
"15333",2013-01-15,36.68,37.75,15.58,35.35,79.71,23.73,34.61,41.1,39.76,45.14
"15343",2013-01-16,35.95,37.35,15.3,35.05,77.5,23.57,34.58,41.23,39.49,45.63
"15353",2013-01-17,36.48,37.41,16.01,35.34,78.1,24.14,34.56,40.61,39.36,45.97
"15363",2013-01-18,36.87,38.15,17,36,79.05,23.79,34.16,41.09,39.86,46.3
"15373",2013-01-21,36.88,38.18,16.3,36.04,78.55,22.47,33.61,40.69,39.34,46.98
"15383",2013-01-22,36.69,38.04,16.77,35.71,79.15,23.4,33.61,40.69,39.25,46.38
"15393",2013-01-23,36.99,38.05,16.44,36,78.07,23.33,33.81,41.25,39.51,46.33
"15403",2013-01-24,36.24,37.74,16.8,35.69,79.74,23.85,34.09,41,39.49,46.34
"15413",2013-01-28,36.06,37.45,16.33,35.5,78.27,23.91,34,39.88,38.63,47.15
"15423",2013-01-29,35.28,36.55,15.3,34.69,79.05,23.77,33.4,39.01,37.84,47.06
"15433",2013-01-30,34.19,36,15.37,34.58,79.58,23.92,33.55,39.2,38.1,47.02
"15443",2013-01-31,34.4,35.8,15.61,34.09,80.01,23.4,34.93,38.79,37.55,46.9
"15453",2013-02-01,34.9,36.36,15.16,34.28,80.09,23.99,35.46,40.26,38.9,48.66
"15463",2013-02-04,34.95,36.2,15.4,33.89,78.57,23.57,35.75,40.58,38.9,48.74
"15473",2013-02-05,34.5,35.81,15.4,33.84,78.51,23.37,35.86,40.41,38.71,49.1
"15483",2013-02-06,34.75,35.85,15.45,34.11,78.3,24.18,36,39.88,38.45,49.08
"15493",2013-02-07,34.3,35.25,15.05,33.56,77.99,24,35.93,39.8,38.41,48.45
"15503",2013-02-08,33.81,34.92,14.91,33.28,78.8,23.91,36.1,39.26,37.52,49.11
"15513",2013-02-14,34.96,35.27,14.5,33.7,78.12,24.16,36.72,39.11,37.29,48.61
"15523",2013-02-15,34.88,34.8,14.38,33.68,78.89,24.07,36.48,38.5,36.55,49.72
"15533",2013-02-18,35.95,36.24,13.98,34.95,75.38,24.52,36.4,38.37,36.4,48.8
"15543",2013-02-19,36.46,36.7,13.05,35.3,74.64,24.7,36.09,38.17,36.6,49.02
"15553",2013-02-20,35.93,36.16,13.65,34.89,75.31,24.7,35.9,37.64,35.75,49.07
"15563",2013-02-21,34.9,35.1,13.51,33.98,74.59,24.49,35.75,36.01,34.52,49.04
"15573",2013-02-22,35.29,35.25,13.5,34.1,73.5,24.93,35.9,36.74,35.14,49.35
"15583",2013-02-25,35.63,35.79,13.78,35.16,74.45,24.88,35.94,35.82,34.29,49.24
"15593",2013-02-26,34.84,35.23,13.65,34.98,74.3,25.62,36.45,35.67,34.19,49.05
"15603",2013-02-27,34.97,35.13,13.95,34.6,75.7,25.79,36.22,36.79,35.19,48.99
"15613",2013-02-28,34.71,35.1,13.99,34.7,74.64,25.67,36.3,36.38,34.97,49.51
"15623",2013-03-01,34.94,34.95,13.84,34.65,74.66,26.18,35.5,37.01,35.87,51.15
"15633",2013-03-04,35.58,35.48,14.03,35,75.48,25.89,34,36.26,34.48,50.44
"15643",2013-03-05,36.1,36.18,14.03,35.32,75.21,25.87,35.37,36,34.65,49.94
"15653",2013-03-06,36,36.43,14.19,35.46,75.37,25.9,35.01,35.9,34.24,49.86
"15663",2013-03-07,36.1,36.27,14.15,35.8,76,26.98,35.81,37.7,36.09,51
"15673",2013-03-08,36.09,36.27,15.05,35.67,74.65,26.74,35.16,37.03,35.19,50.59
"15683",2013-03-11,36.47,37,15.71,36.66,75.3,27.15,34.76,36.49,34.58,50.99
"15693",2013-03-12,36.6,37.03,16.1,36.65,74.72,27.79,34.35,36.67,35.01,51
"15703",2013-03-13,36.44,36.62,16.55,36.1,73.8,27.26,33.86,36.25,34.57,50.01
"15713",2013-03-14,37.17,37.15,17.08,36.24,74.04,27.18,33.55,35.12,33.55,49.51
"15723",2013-03-15,37.47,36.98,16.27,35.55,73.23,26.84,33.11,35.11,33.88,49.75
"15733",2013-03-18,37.8,36.75,16,35.48,71.8,27.39,33.68,34.45,33.19,48.17
"15743",2013-03-19,36.95,36.57,16.61,36.13,72.29,26.92,33.25,34.36,32.99,48.7
"15753",2013-03-20,36.5,35.84,16.15,35.65,72.31,27.11,33.34,33.83,32.45,48.3
"15763",2013-03-21,36.99,36.22,15.4,36.13,71.6,27.29,32.95,34.27,33,47.5
"15773",2013-03-22,37,36.1,15.01,36,70.76,27.13,32.48,34.74,33.25,48
"15783",2013-03-25,36.92,35.97,15.58,35.42,71.99,26.85,32.5,34.8,33.15,47.35
"15793",2013-03-26,32.91,32.15,15.8,35.05,72.35,26.55,32.22,34.5,32.83,47.64
"15803",2013-03-27,33.52,32.5,15.45,35.35,74.08,27.51,32.79,34.41,32.8,48.69
"15813",2013-03-28,33.93,33.39,15.1,35.5,75.65,27.7,32.99,34.94,33.48,48.32
"15823",2013-04-02,34.8,33.92,14.51,35.63,74.87,27.51,33.45,34.2,32.68,48.77
"15833",2013-04-03,34.27,33.38,13.81,34.75,73.01,27.15,32.65,33.18,31.84,48.74
